60° latitude
0.26     albedo
Year 2031
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
       1.      2031         1         1     12.00     83.01     0.2095E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5050E+19     0.0000E+00     0.0000E+00     0.0000E+00     0.2600E+03
       4.      2031         1         1     12.00     83.01     0.2098E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3630E+19     0.0000E+00     0.0000E+00     0.0000E+00     0.2600E+03
       7.      2031         1         1     12.00     83.01     0.2090E+00     0.1204E-12     0.9680E-21     0.1204E-12     0.2550E+19     0.1469E+07     0.1181E-01     0.1469E+07     0.2600E+03
      10.      2031         1         1     12.00     83.01     0.2091E+00     0.1536E-09     0.2408E-17     0.1536E-09     0.1740E+19     0.1278E+10     0.2004E+02     0.1278E+10     0.2600E+03
      13.      2031         1         1     12.00     83.01     0.2093E+00     0.1608E-07     0.5866E-15     0.1608E-07     0.1120E+19     0.8601E+11     0.3138E+04     0.8601E+11     0.2595E+03
      16.      2031         1         1     12.00     83.01     0.2098E+00     0.3272E-06     0.3350E-13     0.3272E-06     0.6880E+18     0.1073E+13     0.1099E+06     0.1073E+13     0.2530E+03
      19.      2031         1         1     12.00     83.01     0.2090E+00     0.1878E-05     0.5733E-12     0.1878E-05     0.4180E+18     0.3756E+13     0.1147E+07     0.3756E+13     0.2261E+03
      22.      2031         1         1     12.00     83.01     0.2098E+00     0.3837E-05     0.3446E-11     0.3837E-05     0.2580E+18     0.4719E+13     0.4239E+07     0.4719E+13     0.1788E+03
      25.      2031         1         1     12.00     83.01     0.2092E+00     0.5990E-05     0.1571E-10     0.5990E-05     0.1600E+18     0.4583E+13     0.1202E+08     0.4583E+13     0.1270E+03
      30.      2031         1         1     12.00     83.01     0.2093E+00     0.8177E-05     0.1246E-09     0.8177E-05     0.7430E+17     0.2903E+13     0.4425E+08     0.2903E+13     0.5740E+02
      35.      2031         1         1     12.00     83.01     0.2090E+00     0.5400E-05     0.5481E-09     0.5400E-05     0.3470E+17     0.8965E+12     0.9099E+08     0.8964E+12     0.2209E+02
      40.      2031         1         1     12.00     83.01     0.2096E+00     0.4042E-05     0.2600E-08     0.4039E-05     0.1700E+17     0.3278E+12     0.2109E+09     0.3276E+12     0.1071E+02
      45.      2031         1         1     12.00     83.01     0.2094E+00     0.4146E-05     0.1294E-07     0.4133E-05     0.8920E+16     0.1766E+12     0.5514E+09     0.1761E+12     0.6032E+01
      50.      2031         1         1     12.00     83.01     0.2095E+00     0.4230E-05     0.5630E-07     0.4174E-05     0.4840E+16     0.9772E+11     0.1301E+10     0.9642E+11     0.3499E+01
      55.      2031         1         1     12.00     83.01     0.2096E+00     0.4401E-05     0.1696E-06     0.4231E-05     0.2620E+16     0.5501E+11     0.2120E+10     0.5289E+11     0.2112E+01
      60.      2031         1         1     12.00     83.01     0.2092E+00     0.6512E-05     0.7057E-06     0.5806E-05     0.1500E+16     0.4669E+11     0.5060E+10     0.4163E+11     0.1233E+01
      65.      2031         1         1     12.00     83.01     0.2095E+00     0.9916E-05     0.3987E-05     0.5930E-05     0.8190E+15     0.3877E+11     0.1559E+11     0.2319E+11     0.6307E+00
      70.      2031         1         1     12.00     83.01     0.2094E+00     0.2669E-04     0.2055E-04     0.6144E-05     0.4230E+15     0.5391E+11     0.4150E+11     0.1241E+11     0.2999E+00
