Year 2008
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
       1.      2008         1         1     12.00    113.04     0.2095E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5050E+19     0.0000E+00     0.0000E+00     0.0000E+00     0.1364E+03
       4.      2008         1         1     12.00    113.04     0.2098E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3630E+19     0.0000E+00     0.0000E+00     0.0000E+00     0.1364E+03
       7.      2008         1         1     12.00    113.04     0.2090E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2550E+19     0.0000E+00     0.0000E+00     0.0000E+00     0.1364E+03
      10.      2008         1         1     12.00    113.04     0.2091E+00     0.1205E-10     0.0000E+00     0.1205E-10     0.1740E+19     0.1003E+09     0.0000E+00     0.1003E+09     0.1364E+03
      13.      2008         1         1     12.00    113.04     0.2093E+00     0.1917E-08     0.0000E+00     0.1917E-08     0.1120E+19     0.1026E+11     0.0000E+00     0.1026E+11     0.1363E+03
      16.      2008         1         1     12.00    113.04     0.2098E+00     0.5364E-07     0.0000E+00     0.5364E-07     0.6880E+18     0.1759E+12     0.0000E+00     0.1759E+12     0.1353E+03
      19.      2008         1         1     12.00    113.04     0.2090E+00     0.4579E-06     0.0000E+00     0.4579E-06     0.4180E+18     0.9158E+12     0.0000E+00     0.9158E+12     0.1292E+03
      22.      2008         1         1     12.00    113.04     0.2098E+00     0.1804E-05     0.0000E+00     0.1804E-05     0.2580E+18     0.2219E+13     0.0000E+00     0.2219E+13     0.1117E+03
      25.      2008         1         1     12.00    113.04     0.2092E+00     0.3642E-05     0.0000E+00     0.3642E-05     0.1600E+18     0.2786E+13     0.0000E+00     0.2786E+13     0.8378E+02
      30.      2008         1         1     12.00    113.04     0.2093E+00     0.5956E-05     0.0000E+00     0.5956E-05     0.7430E+17     0.2114E+13     0.0000E+00     0.2114E+13     0.3824E+02
      35.      2008         1         1     12.00    113.04     0.2090E+00     0.3790E-05     0.0000E+00     0.3790E-05     0.3470E+17     0.6291E+12     0.0000E+00     0.6291E+12     0.1274E+02
      40.      2008         1         1     12.00    113.04     0.2096E+00     0.1838E-05     0.0000E+00     0.1838E-05     0.1700E+17     0.1491E+12     0.0000E+00     0.1491E+12     0.5507E+01
      45.      2008         1         1     12.00    113.04     0.2094E+00     0.1097E-05     0.0000E+00     0.1097E-05     0.8920E+16     0.4674E+11     0.0000E+00     0.4674E+11     0.3687E+01
      50.      2008         1         1     12.00    113.04     0.2095E+00     0.7686E-06     0.0000E+00     0.7686E-06     0.4840E+16     0.1776E+11     0.0000E+00     0.1776E+11     0.3087E+01
      55.      2008         1         1     12.00    113.04     0.2096E+00     0.6890E-06     0.0000E+00     0.6890E-06     0.2620E+16     0.8613E+10     0.0000E+00     0.8613E+10     0.2842E+01
      60.      2008         1         1     12.00    113.04     0.2092E+00     0.4058E-05     0.0000E+00     0.4058E-05     0.1500E+16     0.2910E+11     0.0000E+00     0.2910E+11     0.2492E+01
      65.      2008         1         1     12.00    113.04     0.2095E+00     0.1246E-04     0.0000E+00     0.1246E-04     0.8190E+15     0.4872E+11     0.0000E+00     0.4872E+11     0.1769E+01
      70.      2008         1         1     12.00    113.04     0.2094E+00     0.1947E-04     0.0000E+00     0.1947E-04     0.4230E+15     0.3933E+11     0.0000E+00     0.3933E+11     0.9503E+00
