40km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
      40.      2048         1         1     12.00    113.02     0.2096E+00     0.1838E-05     0.0000E+00     0.1838E-05     0.1700E+17     0.1490E+12     0.0000E+00     0.1490E+12     0.5506E+01
      40.      2048         2         1     12.00    107.12     0.2096E+00     0.1838E-05     0.0000E+00     0.1838E-05     0.1700E+17     0.1490E+12     0.0000E+00     0.1490E+12     0.5506E+01
      40.      2048         3         1     12.00     97.22     0.2096E+00     0.1838E-05     0.0000E+00     0.1838E-05     0.1700E+17     0.1490E+12     0.0000E+00     0.1490E+12     0.5506E+01
      40.      2048         4         1     12.00     85.08     0.2096E+00     0.3125E-05     0.1789E-08     0.3123E-05     0.1700E+17     0.2534E+12     0.1451E+09     0.2533E+12     0.1016E+02
      40.      2048         5         1     12.00     74.62     0.2096E+00     0.7825E-05     0.6199E-08     0.7819E-05     0.1700E+17     0.6346E+12     0.5027E+09     0.6341E+12     0.1570E+02
      40.      2048         6         1     12.00     67.80     0.2096E+00     0.9091E-05     0.8302E-08     0.9082E-05     0.1700E+17     0.7373E+12     0.6733E+09     0.7366E+12     0.1684E+02
      40.      2048         7         1     12.00     66.95     0.2096E+00     0.9223E-05     0.8595E-08     0.9214E-05     0.1700E+17     0.7479E+12     0.6971E+09     0.7472E+12     0.1693E+02
      40.      2048         8         1     12.00     72.23     0.2096E+00     0.8471E-05     0.7012E-08     0.8464E-05     0.1700E+17     0.6870E+12     0.5686E+09     0.6865E+12     0.1633E+02
      40.      2048         9         1     12.00     82.08     0.2096E+00     0.5853E-05     0.3636E-08     0.5849E-05     0.1700E+17     0.4747E+12     0.2949E+09     0.4744E+12     0.1344E+02
      40.      2048        10         1     12.00     93.57     0.2096E+00     0.1956E-05     0.4294E-09     0.1956E-05     0.1700E+17     0.1586E+12     0.3483E+08     0.1586E+12     0.6107E+01
      40.      2048        11         1     12.00    104.74     0.2096E+00     0.1838E-05     0.0000E+00     0.1838E-05     0.1700E+17     0.1490E+12     0.0000E+00     0.1490E+12     0.5505E+01
      40.      2048        12         1     12.00    111.96     0.2096E+00     0.1838E-05     0.0000E+00     0.1838E-05     0.1700E+17     0.1490E+12     0.0000E+00     0.1490E+12     0.5505E+01
