45° latitude
0.18     albedo
25km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
      25.      2048         6        21      0.00    111.55     0.2092E+00     0.7532E-05     0.0000E+00     0.7532E-05     0.1600E+18     0.5762E+13     0.0000E+00     0.5762E+13     0.2193E+03
      25.      2048         6        21      1.00    110.28     0.2092E+00     0.7532E-05     0.0000E+00     0.7532E-05     0.1600E+18     0.5762E+13     0.0000E+00     0.5762E+13     0.2193E+03
      25.      2048         6        21      2.00    106.45     0.2092E+00     0.7532E-05     0.0000E+00     0.7532E-05     0.1600E+18     0.5762E+13     0.0000E+00     0.5762E+13     0.2193E+03
      25.      2048         6        21      3.00    100.44     0.2092E+00     0.7532E-05     0.0000E+00     0.7532E-05     0.1600E+18     0.5762E+13     0.0000E+00     0.5762E+13     0.2193E+03
      25.      2048         6        21      4.00     92.74     0.2092E+00     0.7532E-05     0.8518E-12     0.7532E-05     0.1600E+18     0.5762E+13     0.6516E+06     0.5762E+13     0.2192E+03
      25.      2048         6        21      5.00     83.79     0.2092E+00     0.7531E-05     0.1713E-10     0.7531E-05     0.1600E+18     0.5762E+13     0.1311E+08     0.5762E+13     0.2188E+03
      25.      2048         6        21      6.00     73.99     0.2092E+00     0.7531E-05     0.2188E-10     0.7531E-05     0.1600E+18     0.5761E+13     0.1674E+08     0.5761E+13     0.2175E+03
      25.      2048         6        21      7.00     63.65     0.2092E+00     0.7530E-05     0.2514E-10     0.7530E-05     0.1600E+18     0.5761E+13     0.1923E+08     0.5761E+13     0.2163E+03
      25.      2048         6        21      8.00     53.07     0.2092E+00     0.7530E-05     0.2798E-10     0.7530E-05     0.1600E+18     0.5760E+13     0.2140E+08     0.5760E+13     0.2162E+03
      25.      2048         6        21      9.00     42.61     0.2092E+00     0.7530E-05     0.3034E-10     0.7530E-05     0.1600E+18     0.5761E+13     0.2321E+08     0.5761E+13     0.2164E+03
      25.      2048         6        21     10.00     32.83     0.2092E+00     0.7532E-05     0.3206E-10     0.7532E-05     0.1600E+18     0.5762E+13     0.2452E+08     0.5762E+13     0.2168E+03
      25.      2048         6        21     11.00     24.98     0.2092E+00     0.7535E-05     0.3317E-10     0.7535E-05     0.1600E+18     0.5765E+13     0.2537E+08     0.5765E+13     0.2172E+03
      25.      2048         6        21     12.00     21.55     0.2092E+00     0.7539E-05     0.3360E-10     0.7539E-05     0.1600E+18     0.5767E+13     0.2570E+08     0.5767E+13     0.2176E+03
      25.      2048         6        21     13.00     24.57     0.2092E+00     0.7542E-05     0.3322E-10     0.7542E-05     0.1600E+18     0.5770E+13     0.2541E+08     0.5770E+13     0.2179E+03
      25.      2048         6        21     14.00     32.21     0.2092E+00     0.7544E-05     0.3216E-10     0.7544E-05     0.1600E+18     0.5771E+13     0.2460E+08     0.5771E+13     0.2181E+03
      25.      2048         6        21     15.00     41.91     0.2092E+00     0.7544E-05     0.3047E-10     0.7544E-05     0.1600E+18     0.5771E+13     0.2331E+08     0.5771E+13     0.2181E+03
      25.      2048         6        21     16.00     52.35     0.2092E+00     0.7544E-05     0.2815E-10     0.7544E-05     0.1600E+18     0.5771E+13     0.2154E+08     0.5771E+13     0.2180E+03
      25.      2048         6        21     17.00     62.93     0.2092E+00     0.7543E-05     0.2535E-10     0.7543E-05     0.1600E+18     0.5770E+13     0.1940E+08     0.5770E+13     0.2177E+03
      25.      2048         6        21     18.00     73.30     0.2092E+00     0.7542E-05     0.2215E-10     0.7542E-05     0.1600E+18     0.5770E+13     0.1694E+08     0.5770E+13     0.2174E+03
      25.      2048         6        21     19.00     83.15     0.2092E+00     0.7541E-05     0.1757E-10     0.7541E-05     0.1600E+18     0.5769E+13     0.1344E+08     0.5769E+13     0.2171E+03
      25.      2048         6        21     20.00     92.16     0.2092E+00     0.7540E-05     0.2074E-11     0.7540E-05     0.1600E+18     0.5768E+13     0.1587E+07     0.5768E+13     0.2196E+03
      25.      2048         6        21     21.00     99.97     0.2092E+00     0.7540E-05     0.0000E+00     0.7540E-05     0.1600E+18     0.5768E+13     0.0000E+00     0.5768E+13     0.2194E+03
      25.      2048         6        21     22.00    106.10     0.2092E+00     0.7540E-05     0.0000E+00     0.7540E-05     0.1600E+18     0.5768E+13     0.0000E+00     0.5768E+13     0.2194E+03
      25.      2048         6        21     23.00    110.10     0.2092E+00     0.7540E-05     0.0000E+00     0.7540E-05     0.1600E+18     0.5768E+13     0.0000E+00     0.5768E+13     0.2194E+03
