15° latitude
0.15     albedo
07km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
       7.      2048         1         1     12.00     38.03     0.2090E+00     0.6730E-11     0.1041E-18     0.6730E-11     0.2550E+19     0.8211E+08     0.1270E+01     0.8211E+08     0.4482E+03
       7.      2048         2         1     12.00     32.29     0.2090E+00     0.6730E-11     0.1078E-18     0.6730E-11     0.2550E+19     0.8211E+08     0.1315E+01     0.8211E+08     0.4468E+03
       7.      2048         3         1     12.00     22.43     0.2090E+00     0.6731E-11     0.1126E-18     0.6731E-11     0.2550E+19     0.8212E+08     0.1374E+01     0.8212E+08     0.4520E+03
       7.      2048         4         1     12.00     10.12     0.2090E+00     0.6738E-11     0.1152E-18     0.6738E-11     0.2550E+19     0.8220E+08     0.1406E+01     0.8220E+08     0.4597E+03
       7.      2048         5         1     12.00      0.81     0.2090E+00     0.6750E-11     0.1168E-18     0.6750E-11     0.2550E+19     0.8235E+08     0.1424E+01     0.8235E+08     0.4654E+03
       7.      2048         6         1     12.00      7.21     0.2090E+00     0.6762E-11     0.1157E-18     0.6762E-11     0.2550E+19     0.8249E+08     0.1412E+01     0.8249E+08     0.4681E+03
       7.      2048         7         1     12.00      8.11     0.2090E+00     0.6771E-11     0.1157E-18     0.6771E-11     0.2550E+19     0.8260E+08     0.1411E+01     0.8260E+08     0.4693E+03
       7.      2048         8         1     12.00      3.17     0.2090E+00     0.6782E-11     0.1166E-18     0.6782E-11     0.2550E+19     0.8274E+08     0.1423E+01     0.8274E+08     0.4708E+03
       7.      2048         9         1     12.00      7.08     0.2090E+00     0.6793E-11     0.1161E-18     0.6793E-11     0.2550E+19     0.8288E+08     0.1417E+01     0.8288E+08     0.4718E+03
       7.      2048        10         1     12.00     18.75     0.2090E+00     0.6800E-11     0.1143E-18     0.6800E-11     0.2550E+19     0.8296E+08     0.1395E+01     0.8296E+08     0.4706E+03
       7.      2048        11         1     12.00     30.02     0.2090E+00     0.6802E-11     0.1097E-18     0.6802E-11     0.2550E+19     0.8298E+08     0.1338E+01     0.8298E+08     0.4644E+03
       7.      2048        12         1     12.00     37.05     0.2090E+00     0.6802E-11     0.1055E-18     0.6802E-11     0.2550E+19     0.8298E+08     0.1287E+01     0.8298E+08     0.4554E+03
