16km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
      16.      2000         1         1     12.00    113.05     0.2098E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6880E+18     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
      16.      2001         1         1     12.00    112.98     0.2098E+00     0.2036E-07     0.0000E+00     0.2036E-07     0.6880E+18     0.6676E+11     0.0000E+00     0.6676E+11     0.9612E+02
      16.      2002         1         1     12.00    113.00     0.2098E+00     0.2795E-07     0.0000E+00     0.2795E-07     0.6880E+18     0.9169E+11     0.0000E+00     0.9169E+11     0.1104E+03
      16.      2003         1         1     12.00    113.02     0.2098E+00     0.3364E-07     0.0000E+00     0.3364E-07     0.6880E+18     0.1104E+12     0.0000E+00     0.1104E+12     0.1187E+03
      16.      2004         1         1     12.00    113.04     0.2098E+00     0.3841E-07     0.0000E+00     0.3841E-07     0.6880E+18     0.1260E+12     0.0000E+00     0.1260E+12     0.1242E+03
      16.      2005         1         1     12.00    112.98     0.2098E+00     0.4265E-07     0.0000E+00     0.4265E-07     0.6880E+18     0.1399E+12     0.0000E+00     0.1399E+12     0.1280E+03
      16.      2006         1         1     12.00    113.00     0.2098E+00     0.4654E-07     0.0000E+00     0.4654E-07     0.6880E+18     0.1527E+12     0.0000E+00     0.1527E+12     0.1309E+03
      16.      2007         1         1     12.00    113.02     0.2098E+00     0.5019E-07     0.0000E+00     0.5019E-07     0.6880E+18     0.1646E+12     0.0000E+00     0.1646E+12     0.1333E+03
      16.      2008         1         1     12.00    113.04     0.2098E+00     0.5364E-07     0.0000E+00     0.5364E-07     0.6880E+18     0.1759E+12     0.0000E+00     0.1759E+12     0.1353E+03
      16.      2009         1         1     12.00    112.98     0.2098E+00     0.5694E-07     0.0000E+00     0.5694E-07     0.6880E+18     0.1868E+12     0.0000E+00     0.1868E+12     0.1370E+03
      16.      2010         1         1     12.00    113.00     0.2098E+00     0.6010E-07     0.0000E+00     0.6010E-07     0.6880E+18     0.1971E+12     0.0000E+00     0.1971E+12     0.1385E+03
