-75° latitude
0.68     albedo
22km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
      22.      2000         1         1     12.00     51.96     0.2098E+00     0.9926E-07     0.2557E-12     0.9926E-07     0.2580E+18     0.1221E+12     0.3145E+06     0.1221E+12     0.2948E+02
      22.      2001         1         1     12.00     52.02     0.2098E+00     0.1204E-05     0.2387E-11     0.1204E-05     0.2580E+18     0.1480E+13     0.2936E+07     0.1480E+13     0.1693E+03
      22.      2002         1         1     12.00     52.00     0.2098E+00     0.1574E-05     0.3079E-11     0.1574E-05     0.2580E+18     0.1936E+13     0.3787E+07     0.1936E+13     0.1808E+03
      22.      2003         1         1     12.00     51.98     0.2098E+00     0.1838E-05     0.3580E-11     0.1838E-05     0.2580E+18     0.2261E+13     0.4404E+07     0.2261E+13     0.1860E+03
      22.      2004         1         1     12.00     51.96     0.2098E+00     0.2043E-05     0.3971E-11     0.2043E-05     0.2580E+18     0.2513E+13     0.4884E+07     0.2513E+13     0.1886E+03
      22.      2005         1         1     12.00     52.02     0.2098E+00     0.2208E-05     0.4282E-11     0.2208E-05     0.2580E+18     0.2716E+13     0.5266E+07     0.2716E+13     0.1903E+03
      22.      2006         1         1     12.00     52.00     0.2098E+00     0.2339E-05     0.4531E-11     0.2339E-05     0.2580E+18     0.2876E+13     0.5573E+07     0.2876E+13     0.1913E+03
      22.      2007         1         1     12.00     51.98     0.2098E+00     0.2443E-05     0.4731E-11     0.2443E-05     0.2580E+18     0.3005E+13     0.5819E+07     0.3005E+13     0.1920E+03
      22.      2008         1         1     12.00     51.96     0.2098E+00     0.2526E-05     0.4891E-11     0.2526E-05     0.2580E+18     0.3107E+13     0.6016E+07     0.3107E+13     0.1926E+03
      22.      2009         1         1     12.00     52.02     0.2098E+00     0.2593E-05     0.5015E-11     0.2593E-05     0.2580E+18     0.3190E+13     0.6168E+07     0.3190E+13     0.1932E+03
