-90° latitude
0.75     albedo
30km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
      30.      2048         6        21      0.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21      1.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21      2.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21      3.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21      4.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21      5.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21      6.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21      7.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21      8.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21      9.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     10.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     11.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     12.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     13.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     14.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     15.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     16.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     17.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     18.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     19.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     20.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     21.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     22.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
      30.      2048         6        21     23.00    113.45     0.2093E+00     0.5759E-05     0.0000E+00     0.5759E-05     0.7430E+17     0.2044E+13     0.0000E+00     0.2044E+13     0.3745E+02
