Year 2005
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
       1.      2005         1         1     12.00    112.98     0.2095E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5050E+19     0.0000E+00     0.0000E+00     0.0000E+00     0.1289E+03
       4.      2005         1         1     12.00    112.98     0.2098E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3630E+19     0.0000E+00     0.0000E+00     0.0000E+00     0.1289E+03
       7.      2005         1         1     12.00    112.98     0.2090E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2550E+19     0.0000E+00     0.0000E+00     0.0000E+00     0.1289E+03
      10.      2005         1         1     12.00    112.98     0.2091E+00     0.1013E-10     0.0000E+00     0.1013E-10     0.1740E+19     0.8424E+08     0.0000E+00     0.8424E+08     0.1289E+03
      13.      2005         1         1     12.00    112.98     0.2093E+00     0.1550E-08     0.0000E+00     0.1550E-08     0.1120E+19     0.8294E+10     0.0000E+00     0.8294E+10     0.1288E+03
      16.      2005         1         1     12.00    112.98     0.2098E+00     0.4265E-07     0.0000E+00     0.4265E-07     0.6880E+18     0.1399E+12     0.0000E+00     0.1399E+12     0.1280E+03
      19.      2005         1         1     12.00    112.98     0.2090E+00     0.3620E-06     0.0000E+00     0.3620E-06     0.4180E+18     0.7240E+12     0.0000E+00     0.7240E+12     0.1232E+03
      22.      2005         1         1     12.00    112.98     0.2098E+00     0.1506E-05     0.0000E+00     0.1506E-05     0.2580E+18     0.1853E+13     0.0000E+00     0.1853E+13     0.1088E+03
      25.      2005         1         1     12.00    112.98     0.2092E+00     0.3567E-05     0.0000E+00     0.3567E-05     0.1600E+18     0.2729E+13     0.0000E+00     0.2729E+13     0.8325E+02
      30.      2005         1         1     12.00    112.98     0.2093E+00     0.5956E-05     0.0000E+00     0.5956E-05     0.7430E+17     0.2114E+13     0.0000E+00     0.2114E+13     0.3824E+02
      35.      2005         1         1     12.00    112.98     0.2090E+00     0.3790E-05     0.0000E+00     0.3790E-05     0.3470E+17     0.6292E+12     0.0000E+00     0.6292E+12     0.1274E+02
      40.      2005         1         1     12.00    112.98     0.2096E+00     0.1838E-05     0.0000E+00     0.1838E-05     0.1700E+17     0.1491E+12     0.0000E+00     0.1491E+12     0.5507E+01
      45.      2005         1         1     12.00    112.98     0.2094E+00     0.1097E-05     0.0000E+00     0.1097E-05     0.8920E+16     0.4674E+11     0.0000E+00     0.4674E+11     0.3687E+01
      50.      2005         1         1     12.00    112.98     0.2095E+00     0.7687E-06     0.0000E+00     0.7687E-06     0.4840E+16     0.1776E+11     0.0000E+00     0.1776E+11     0.3087E+01
      55.      2005         1         1     12.00    112.98     0.2096E+00     0.6891E-06     0.0000E+00     0.6891E-06     0.2620E+16     0.8614E+10     0.0000E+00     0.8614E+10     0.2842E+01
      60.      2005         1         1     12.00    112.98     0.2092E+00     0.4059E-05     0.0000E+00     0.4059E-05     0.1500E+16     0.2910E+11     0.0000E+00     0.2910E+11     0.2492E+01
      65.      2005         1         1     12.00    112.98     0.2095E+00     0.1246E-04     0.0000E+00     0.1246E-04     0.8190E+15     0.4873E+11     0.0000E+00     0.4873E+11     0.1769E+01
      70.      2005         1         1     12.00    112.98     0.2094E+00     0.1947E-04     0.0000E+00     0.1947E-04     0.4230E+15     0.3932E+11     0.0000E+00     0.3932E+11     0.9502E+00
