90° latitude
0.58     albedo
55km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
      55.      2000         1         1     12.00    113.05     0.2096E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2620E+16     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
      55.      2001         1         1     12.00    112.98     0.2096E+00     0.6916E-06     0.0000E+00     0.6916E-06     0.2620E+16     0.8645E+10     0.0000E+00     0.8645E+10     0.2860E+01
      55.      2002         1         1     12.00    113.00     0.2096E+00     0.6914E-06     0.0000E+00     0.6914E-06     0.2620E+16     0.8643E+10     0.0000E+00     0.8643E+10     0.2859E+01
      55.      2003         1         1     12.00    113.02     0.2096E+00     0.6919E-06     0.0000E+00     0.6919E-06     0.2620E+16     0.8649E+10     0.0000E+00     0.8649E+10     0.2860E+01
      55.      2004         1         1     12.00    113.04     0.2096E+00     0.6920E-06     0.0000E+00     0.6920E-06     0.2620E+16     0.8650E+10     0.0000E+00     0.8650E+10     0.2860E+01
      55.      2005         1         1     12.00    112.98     0.2096E+00     0.6919E-06     0.0000E+00     0.6919E-06     0.2620E+16     0.8649E+10     0.0000E+00     0.8649E+10     0.2860E+01
      55.      2006         1         1     12.00    113.00     0.2096E+00     0.6916E-06     0.0000E+00     0.6916E-06     0.2620E+16     0.8645E+10     0.0000E+00     0.8645E+10     0.2860E+01
      55.      2007         1         1     12.00    113.02     0.2096E+00     0.6914E-06     0.0000E+00     0.6914E-06     0.2620E+16     0.8642E+10     0.0000E+00     0.8642E+10     0.2859E+01
      55.      2008         1         1     12.00    113.04     0.2096E+00     0.6918E-06     0.0000E+00     0.6918E-06     0.2620E+16     0.8648E+10     0.0000E+00     0.8648E+10     0.2860E+01
      55.      2009         1         1     12.00    112.98     0.2096E+00     0.6920E-06     0.0000E+00     0.6920E-06     0.2620E+16     0.8650E+10     0.0000E+00     0.8650E+10     0.2860E+01
      55.      2010         1         1     12.00    113.00     0.2096E+00     0.6919E-06     0.0000E+00     0.6919E-06     0.2620E+16     0.8649E+10     0.0000E+00     0.8649E+10     0.2860E+01
      55.      2011         1         1     12.00    113.02     0.2096E+00     0.6917E-06     0.0000E+00     0.6917E-06     0.2620E+16     0.8646E+10     0.0000E+00     0.8646E+10     0.2860E+01
      55.      2012         1         1     12.00    113.04     0.2096E+00     0.6914E-06     0.0000E+00     0.6914E-06     0.2620E+16     0.8643E+10     0.0000E+00     0.8643E+10     0.2859E+01
      55.      2013         1         1     12.00    112.98     0.2096E+00     0.6917E-06     0.0000E+00     0.6917E-06     0.2620E+16     0.8646E+10     0.0000E+00     0.8646E+10     0.2860E+01
      55.      2014         1         1     12.00    113.00     0.2096E+00     0.6919E-06     0.0000E+00     0.6919E-06     0.2620E+16     0.8649E+10     0.0000E+00     0.8649E+10     0.2860E+01
      55.      2015         1         1     12.00    113.02     0.2096E+00     0.6919E-06     0.0000E+00     0.6919E-06     0.2620E+16     0.8649E+10     0.0000E+00     0.8649E+10     0.2860E+01
