15° latitude
0.15     albedo
04km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
       4.      2048         6        21      0.00    141.55     0.2098E+00     0.2297E-15     0.0000E+00     0.2297E-15     0.3630E+19     0.3975E+04     0.0000E+00     0.3975E+04     0.4707E+03
       4.      2048         6        21      1.00    139.01     0.2098E+00     0.2297E-15     0.0000E+00     0.2297E-15     0.3630E+19     0.3975E+04     0.0000E+00     0.3975E+04     0.4707E+03
       4.      2048         6        21      2.00    131.93     0.2098E+00     0.2297E-15     0.0000E+00     0.2297E-15     0.3630E+19     0.3975E+04     0.0000E+00     0.3975E+04     0.4707E+03
       4.      2048         6        21      3.00    121.93     0.2098E+00     0.2297E-15     0.0000E+00     0.2297E-15     0.3630E+19     0.3975E+04     0.0000E+00     0.3975E+04     0.4707E+03
       4.      2048         6        21      4.00    110.28     0.2098E+00     0.2297E-15     0.0000E+00     0.2297E-15     0.3630E+19     0.3975E+04     0.0000E+00     0.3975E+04     0.4707E+03
       4.      2048         6        21      5.00     97.69     0.2098E+00     0.2297E-15     0.0000E+00     0.2297E-15     0.3630E+19     0.3975E+04     0.0000E+00     0.3975E+04     0.4707E+03
       4.      2048         6        21      6.00     84.53     0.2098E+00     0.2297E-15     0.6923E-24     0.2297E-15     0.3630E+19     0.3975E+04     0.1198E-04     0.3975E+04     0.4705E+03
       4.      2048         6        21      7.00     71.04     0.2098E+00     0.2297E-15     0.1345E-23     0.2297E-15     0.3630E+19     0.3975E+04     0.2326E-04     0.3975E+04     0.4687E+03
       4.      2048         6        21      8.00     57.36     0.2098E+00     0.2297E-15     0.1687E-23     0.2297E-15     0.3630E+19     0.3975E+04     0.2918E-04     0.3975E+04     0.4678E+03
       4.      2048         6        21      9.00     43.61     0.2098E+00     0.2297E-15     0.1946E-23     0.2297E-15     0.3630E+19     0.3975E+04     0.3367E-04     0.3975E+04     0.4679E+03
       4.      2048         6        21     10.00     29.95     0.2098E+00     0.2297E-15     0.2135E-23     0.2297E-15     0.3630E+19     0.3975E+04     0.3693E-04     0.3975E+04     0.4682E+03
       4.      2048         6        21     11.00     16.89     0.2098E+00     0.2297E-15     0.2241E-23     0.2297E-15     0.3630E+19     0.3975E+04     0.3877E-04     0.3975E+04     0.4686E+03
       4.      2048         6        21     12.00      8.46     0.2098E+00     0.2297E-15     0.2271E-23     0.2297E-15     0.3630E+19     0.3975E+04     0.3929E-04     0.3975E+04     0.4689E+03
       4.      2048         6        21     13.00     16.06     0.2098E+00     0.2297E-15     0.2244E-23     0.2297E-15     0.3630E+19     0.3975E+04     0.3881E-04     0.3975E+04     0.4692E+03
       4.      2048         6        21     14.00     29.03     0.2098E+00     0.2297E-15     0.2142E-23     0.2297E-15     0.3630E+19     0.3975E+04     0.3706E-04     0.3975E+04     0.4693E+03
       4.      2048         6        21     15.00     42.67     0.2098E+00     0.2297E-15     0.1960E-23     0.2297E-15     0.3630E+19     0.3975E+04     0.3390E-04     0.3975E+04     0.4692E+03
       4.      2048         6        21     16.00     56.42     0.2098E+00     0.2297E-15     0.1708E-23     0.2297E-15     0.3630E+19     0.3975E+04     0.2954E-04     0.3975E+04     0.4689E+03
       4.      2048         6        21     17.00     70.11     0.2098E+00     0.2297E-15     0.1370E-23     0.2297E-15     0.3630E+19     0.3975E+04     0.2370E-04     0.3975E+04     0.4684E+03
       4.      2048         6        21     18.00     83.62     0.2098E+00     0.2297E-15     0.7681E-24     0.2297E-15     0.3630E+19     0.3975E+04     0.1329E-04     0.3975E+04     0.4681E+03
       4.      2048         6        21     19.00     96.80     0.2098E+00     0.2297E-15     0.0000E+00     0.2297E-15     0.3630E+19     0.3975E+04     0.0000E+00     0.3975E+04     0.4708E+03
       4.      2048         6        21     20.00    109.45     0.2098E+00     0.2297E-15     0.0000E+00     0.2297E-15     0.3630E+19     0.3975E+04     0.0000E+00     0.3975E+04     0.4708E+03
       4.      2048         6        21     21.00    121.18     0.2098E+00     0.2297E-15     0.0000E+00     0.2297E-15     0.3630E+19     0.3975E+04     0.0000E+00     0.3975E+04     0.4708E+03
       4.      2048         6        21     22.00    131.32     0.2098E+00     0.2297E-15     0.0000E+00     0.2297E-15     0.3630E+19     0.3975E+04     0.0000E+00     0.3975E+04     0.4708E+03
       4.      2048         6        21     23.00    138.66     0.2098E+00     0.2297E-15     0.0000E+00     0.2297E-15     0.3630E+19     0.3975E+04     0.0000E+00     0.3975E+04     0.4708E+03
