-15° latitude
0.12     albedo
01km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
       1.      2000         1         1     12.00      8.08     0.2095E+00     0.1607E-16     0.1302E-24     0.1607E-16     0.5050E+19     0.3874E+03     0.3138E-05     0.3874E+03     0.3840E+02
       1.      2001         1         1     12.00      8.03     0.2095E+00     0.1607E-16     0.9238E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2226E-05     0.3874E+03     0.3499E+03
       1.      2002         1         1     12.00      8.05     0.2095E+00     0.1607E-16     0.9118E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2197E-05     0.3874E+03     0.3784E+03
       1.      2003         1         1     12.00      8.07     0.2095E+00     0.1607E-16     0.9057E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2183E-05     0.3874E+03     0.3930E+03
       1.      2004         1         1     12.00      8.08     0.2095E+00     0.1607E-16     0.9018E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2173E-05     0.3874E+03     0.4029E+03
       1.      2005         1         1     12.00      8.03     0.2095E+00     0.1607E-16     0.8991E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2167E-05     0.3874E+03     0.4104E+03
       1.      2006         1         1     12.00      8.05     0.2095E+00     0.1607E-16     0.8970E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2162E-05     0.3874E+03     0.4163E+03
       1.      2007         1         1     12.00      8.06     0.2095E+00     0.1607E-16     0.8953E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2158E-05     0.3874E+03     0.4211E+03
       1.      2008         1         1     12.00      8.08     0.2095E+00     0.1607E-16     0.8938E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2154E-05     0.3874E+03     0.4252E+03
       1.      2009         1         1     12.00      8.03     0.2095E+00     0.1607E-16     0.8926E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2151E-05     0.3874E+03     0.4287E+03
       1.      2010         1         1     12.00      8.04     0.2095E+00     0.1607E-16     0.8915E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2148E-05     0.3874E+03     0.4318E+03
       1.      2011         1         1     12.00      8.06     0.2095E+00     0.1607E-16     0.8905E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2146E-05     0.3874E+03     0.4345E+03
       1.      2012         1         1     12.00      8.08     0.2095E+00     0.1607E-16     0.8896E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2144E-05     0.3874E+03     0.4370E+03
       1.      2013         1         1     12.00      8.02     0.2095E+00     0.1607E-16     0.8888E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2142E-05     0.3874E+03     0.4393E+03
       1.      2014         1         1     12.00      8.04     0.2095E+00     0.1607E-16     0.8881E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2140E-05     0.3874E+03     0.4414E+03
       1.      2015         1         1     12.00      8.06     0.2095E+00     0.1607E-16     0.8874E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2139E-05     0.3874E+03     0.4433E+03
       1.      2016         1         1     12.00      8.08     0.2095E+00     0.1607E-16     0.8867E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2137E-05     0.3874E+03     0.4450E+03
       1.      2017         1         1     12.00      8.02     0.2095E+00     0.1607E-16     0.8862E-25     0.1607E-16     0.5050E+19     0.3874E+03     0.2136E-05     0.3874E+03     0.4467E+03
