    -3.14500   -3.08700   -3.06000   -3.05300   -3.04800   -3.03900   -3.02400
    -2.99900   -2.95400   -2.83700   -2.62900   -2.23900   -2.06400   -2.04200
    -2.04000   -2.04300   -2.04500   -2.04800   -2.04900   -2.05100   -2.05300
    -2.05100   -2.04900   -2.04700   -3.16656   -3.10669   -3.08062   -3.07363
    -3.06487   -3.05587   -3.03994   -3.01306   -2.97088   -2.85575   -2.64963
    -2.25962   -2.06681   -2.04200   -2.04187   -2.04394   -2.04312   -2.04612
    -2.04994   -2.05100   -2.05300   -2.05100   -2.04900   -2.04700   -3.19446
    -3.13446   -3.11035   -3.09674   -3.09152   -3.07968   -3.06368   -3.03668
    -2.99468   -2.87968   -2.67746   -2.28841   -2.07267   -2.04389   -2.04011
    -2.04305   -2.04584   -2.04884   -2.05000   -2.05194   -2.05300   -2.05100
    -2.04900   -2.04700   -3.23370   -3.17660   -3.14873   -3.13280   -3.12393
    -3.11580   -3.09690   -3.06990   -3.02887   -2.91677   -2.71767   -2.33350
    -2.07977   -2.04593   -2.04387   -2.04203   -2.04697   -2.04707   -2.04807
    -2.05200   -2.05397   -2.05197   -2.04997   -2.04797   -3.25675   -3.20101
    -3.17092   -3.15492   -3.14508   -3.13541   -3.11724   -3.09024   -3.05008
    -2.94017   -2.74326   -2.36637   -2.08669   -2.04642   -2.04400   -2.04325
    -2.04658   -2.04742   -2.04926   -2.05242   -2.05400   -2.05200   -2.05000
    -2.04925   -3.28576   -3.23168   -3.19880   -3.18281   -3.17185   -3.15995
    -3.14290   -3.11590   -3.07685   -2.96973   -2.77561   -2.40821   -2.09562
    -2.04698   -2.04400   -2.04493   -2.04602   -2.04798   -2.05093   -2.05298
    -2.05400   -2.05200   -2.05000   -2.05093   -3.31477   -3.26159   -3.22984
    -3.21135   -3.19828   -3.18421   -3.16679   -3.14104   -3.10369   -2.99959
    -2.81057   -2.45559   -2.11216   -2.05032   -2.04441   -2.04583   -2.04683
    -2.04841   -2.05141   -2.05424   -2.05441   -2.05241   -2.05041   -2.05017
    -3.35249   -3.30045   -3.27038   -3.24851   -3.23263   -3.21574   -3.19776
    -3.17369   -3.13860   -3.03845   -2.85618   -2.51752   -2.13412   -2.05482
    -2.04498   -2.04696   -2.04795   -2.04898   -2.05198   -2.05593   -2.05498
    -2.05298   -2.05098   -2.04905   -3.38582   -3.33533   -3.30458   -3.28068
    -3.26279   -3.24541   -3.22665   -3.20265   -3.17030   -3.07674   -2.90005
    -2.57720   -2.16909   -2.06030   -2.04652   -2.04738   -2.04838   -2.04976
    -2.05276   -2.05562   -2.05538   -2.05338   -2.05138   -2.04938   -3.40855
    -3.35914   -3.32784   -3.30260   -3.28335   -3.26570   -3.24640   -3.22240
    -3.19195   -3.10299   -2.93008   -2.61805   -2.19344   -2.06409   -2.04760
