30km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
      30.      2000         1         1     12.00     63.05     0.2093E+00     0.1056E-09     0.3569E-14     0.1056E-09     0.7430E+17     0.3748E+08     0.1267E+04     0.3747E+08     0.3910E-02
      30.      2001         1         1     12.00     62.99     0.2093E+00     0.1742E-06     0.5752E-11     0.1741E-06     0.7430E+17     0.6182E+11     0.2042E+07     0.6182E+11     0.4267E+01
      30.      2002         1         1     12.00     63.01     0.2093E+00     0.3304E-06     0.1068E-10     0.3303E-06     0.7430E+17     0.1173E+12     0.3790E+07     0.1173E+12     0.7977E+01
      30.      2003         1         1     12.00     63.03     0.2093E+00     0.4727E-06     0.1499E-10     0.4727E-06     0.7430E+17     0.1678E+12     0.5322E+07     0.1678E+12     0.1120E+02
      30.      2004         1         1     12.00     63.05     0.2093E+00     0.6040E-06     0.1884E-10     0.6040E-06     0.7430E+17     0.2144E+12     0.6688E+07     0.2144E+12     0.1404E+02
      30.      2005         1         1     12.00     62.99     0.2093E+00     0.7264E-06     0.2235E-10     0.7264E-06     0.7430E+17     0.2579E+12     0.7936E+07     0.2579E+12     0.1656E+02
      30.      2006         1         1     12.00     63.01     0.2093E+00     0.8411E-06     0.2554E-10     0.8411E-06     0.7430E+17     0.2986E+12     0.9067E+07     0.2986E+12     0.1883E+02
      30.      2007         1         1     12.00     63.03     0.2093E+00     0.9494E-06     0.2848E-10     0.9494E-06     0.7430E+17     0.3370E+12     0.1011E+08     0.3370E+12     0.2089E+02
      30.      2008         1         1     12.00     63.05     0.2093E+00     0.1052E-05     0.3121E-10     0.1052E-05     0.7430E+17     0.3735E+12     0.1108E+08     0.3735E+12     0.2279E+02
      30.      2009         1         1     12.00     62.98     0.2093E+00     0.1150E-05     0.3380E-10     0.1150E-05     0.7430E+17     0.4083E+12     0.1200E+08     0.4083E+12     0.2454E+02
      30.      2010         1         1     12.00     63.00     0.2093E+00     0.1244E-05     0.3620E-10     0.1244E-05     0.7430E+17     0.4415E+12     0.1285E+08     0.4415E+12     0.2617E+02
      30.      2011         1         1     12.00     63.02     0.2093E+00     0.1333E-05     0.3846E-10     0.1333E-05     0.7430E+17     0.4733E+12     0.1365E+08     0.4733E+12     0.2770E+02
      30.      2012         1         1     12.00     63.04     0.2093E+00     0.1420E-05     0.4059E-10     0.1420E-05     0.7430E+17     0.5039E+12     0.1441E+08     0.5039E+12     0.2914E+02
      30.      2013         1         1     12.00     62.98     0.2093E+00     0.1503E-05     0.4268E-10     0.1503E-05     0.7430E+17     0.5335E+12     0.1515E+08     0.5335E+12     0.3050E+02
