55km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
      55.      2000         1         1     12.00     63.05     0.2096E+00     0.1514E-08     0.4097E-09     0.1105E-08     0.2620E+16     0.1893E+08     0.5122E+07     0.1381E+08     0.3143E-03
      55.      2001         1         1     12.00     62.99     0.2096E+00     0.1343E-05     0.3332E-06     0.1010E-05     0.2620E+16     0.1679E+11     0.4165E+10     0.1262E+11     0.3049E+00
      55.      2002         1         1     12.00     63.01     0.2096E+00     0.2358E-05     0.5417E-06     0.1817E-05     0.2620E+16     0.2948E+11     0.6771E+10     0.2271E+11     0.5730E+00
      55.      2003         1         1     12.00     63.03     0.2096E+00     0.3046E-05     0.6578E-06     0.2388E-05     0.2620E+16     0.3808E+11     0.8222E+10     0.2985E+11     0.7929E+00
      55.      2004         1         1     12.00     63.05     0.2096E+00     0.3487E-05     0.7161E-06     0.2771E-05     0.2620E+16     0.4359E+11     0.8952E+10     0.3463E+11     0.9678E+00
      55.      2005         1         1     12.00     62.99     0.2096E+00     0.3765E-05     0.7440E-06     0.3021E-05     0.2620E+16     0.4706E+11     0.9300E+10     0.3777E+11     0.1106E+01
      55.      2006         1         1     12.00     63.01     0.2096E+00     0.3941E-05     0.7544E-06     0.3187E-05     0.2620E+16     0.4927E+11     0.9430E+10     0.3984E+11     0.1216E+01
      55.      2007         1         1     12.00     63.03     0.2096E+00     0.4056E-05     0.7560E-06     0.3300E-05     0.2620E+16     0.5070E+11     0.9450E+10     0.4125E+11     0.1305E+01
      55.      2008         1         1     12.00     63.05     0.2096E+00     0.4132E-05     0.7533E-06     0.3379E-05     0.2620E+16     0.5165E+11     0.9416E+10     0.4224E+11     0.1379E+01
      55.      2009         1         1     12.00     62.98     0.2096E+00     0.4185E-05     0.7492E-06     0.3436E-05     0.2620E+16     0.5232E+11     0.9365E+10     0.4295E+11     0.1440E+01
      55.      2010         1         1     12.00     63.00     0.2096E+00     0.4223E-05     0.7432E-06     0.3480E-05     0.2620E+16     0.5279E+11     0.9290E+10     0.4350E+11     0.1493E+01
      55.      2011         1         1     12.00     63.02     0.2096E+00     0.4252E-05     0.7369E-06     0.3515E-05     0.2620E+16     0.5315E+11     0.9211E+10     0.4394E+11     0.1539E+01
      55.      2012         1         1     12.00     63.04     0.2096E+00     0.4275E-05     0.7304E-06     0.3544E-05     0.2620E+16     0.5344E+11     0.9130E+10     0.4431E+11     0.1579E+01
      55.      2013         1         1     12.00     62.98     0.2096E+00     0.4293E-05     0.7251E-06     0.3568E-05     0.2620E+16     0.5366E+11     0.9063E+10     0.4460E+11     0.1614E+01
      55.      2014         1         1     12.00     63.00     0.2096E+00     0.4308E-05     0.7189E-06     0.3589E-05     0.2620E+16     0.5385E+11     0.8986E+10     0.4487E+11     0.1645E+01
      55.      2015         1         1     12.00     63.02     0.2096E+00     0.4321E-05     0.7129E-06     0.3608E-05     0.2620E+16     0.5402E+11     0.8912E+10     0.4511E+11     0.1674E+01
      55.      2016         1         1     12.00     63.04     0.2096E+00     0.4333E-05     0.7072E-06     0.3625E-05     0.2620E+16     0.5416E+11     0.8840E+10     0.4532E+11     0.1700E+01
      55.      2017         1         1     12.00     62.98     0.2096E+00     0.4342E-05     0.7029E-06     0.3640E-05     0.2620E+16     0.5428E+11     0.8786E+10     0.4549E+11     0.1722E+01
      55.      2018         1         1     12.00     63.00     0.2096E+00     0.4351E-05     0.6978E-06     0.3653E-05     0.2620E+16     0.5439E+11     0.8722E+10     0.4567E+11     0.1744E+01
      55.      2019         1         1     12.00     63.02     0.2096E+00     0.4359E-05     0.6929E-06     0.3666E-05     0.2620E+16     0.5449E+11     0.8661E+10     0.4583E+11     0.1763E+01
      55.      2020         1         1     12.00     63.04     0.2096E+00     0.4366E-05     0.6884E-06     0.3678E-05     0.2620E+16     0.5457E+11     0.8605E+10     0.4597E+11     0.1780E+01
      55.      2021         1         1     12.00     62.98     0.2096E+00     0.4372E-05     0.6853E-06     0.3687E-05     0.2620E+16     0.5465E+11     0.8567E+10     0.4609E+11     0.1795E+01
      55.      2022         1         1     12.00     63.00     0.2096E+00     0.4378E-05     0.6814E-06     0.3696E-05     0.2620E+16     0.5472E+11     0.8517E+10     0.4621E+11     0.1810E+01
      55.      2023         1         1     12.00     63.02     0.2096E+00     0.4383E-05     0.6777E-06     0.3705E-05     0.2620E+16     0.5478E+11     0.8472E+10     0.4631E+11     0.1823E+01
      55.      2024         1         1     12.00     63.04     0.2096E+00     0.4387E-05     0.6744E-06     0.3713E-05     0.2620E+16     0.5484E+11     0.8430E+10     0.4641E+11     0.1835E+01
      55.      2025         1         1     12.00     62.97     0.2096E+00     0.4391E-05     0.6725E-06     0.3719E-05     0.2620E+16     0.5489E+11     0.8407E+10     0.4649E+11     0.1844E+01
      55.      2026         1         1     12.00     63.00     0.2096E+00     0.4395E-05     0.6697E-06     0.3725E-05     0.2620E+16     0.5494E+11     0.8371E+10     0.4657E+11     0.1854E+01
      55.      2027         1         1     12.00     63.02     0.2096E+00     0.4398E-05     0.6671E-06     0.3731E-05     0.2620E+16     0.5498E+11     0.8339E+10     0.4664E+11     0.1863E+01
      55.      2028         1         1     12.00     63.03     0.2096E+00     0.4401E-05     0.6647E-06     0.3736E-05     0.2620E+16     0.5501E+11     0.8309E+10     0.4671E+11     0.1870E+01
      55.      2029         1         1     12.00     62.97     0.2096E+00     0.4404E-05     0.6638E-06     0.3740E-05     0.2620E+16     0.5505E+11     0.8298E+10     0.4675E+11     0.1876E+01
      55.      2030         1         1     12.00     62.99     0.2096E+00     0.4406E-05     0.6618E-06     0.3744E-05     0.2620E+16     0.5508E+11     0.8273E+10     0.4680E+11     0.1883E+01
      55.      2031         1         1     12.00     63.01     0.2096E+00     0.4408E-05     0.6600E-06     0.3748E-05     0.2620E+16     0.5510E+11     0.8250E+10     0.4685E+11     0.1888E+01
