Year 2041
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
       1.      2041         1         1     12.00     62.96     0.2095E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5050E+19     0.0000E+00     0.0000E+00     0.0000E+00     0.3618E+03
       4.      2041         1         1     12.00     62.96     0.2098E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3630E+19     0.0000E+00     0.0000E+00     0.0000E+00     0.3618E+03
       7.      2041         1         1     12.00     62.96     0.2090E+00     0.3096E-11     0.4215E-19     0.3096E-11     0.2550E+19     0.3777E+08     0.5142E+00     0.3777E+08     0.3618E+03
      10.      2041         1         1     12.00     62.96     0.2091E+00     0.1029E-08     0.2569E-16     0.1029E-08     0.1740E+19     0.8559E+10     0.2137E+03     0.8559E+10     0.3618E+03
      13.      2041         1         1     12.00     62.96     0.2093E+00     0.5729E-07     0.3184E-14     0.5729E-07     0.1120E+19     0.3065E+12     0.1704E+05     0.3065E+12     0.3600E+03
      16.      2041         1         1     12.00     62.96     0.2098E+00     0.7550E-06     0.1145E-12     0.7550E-06     0.6880E+18     0.2476E+13     0.3756E+06     0.2476E+13     0.3445E+03
      19.      2041         1         1     12.00     62.96     0.2090E+00     0.2713E-05     0.1202E-11     0.2713E-05     0.4180E+18     0.5427E+13     0.2404E+07     0.5427E+13     0.3004E+03
      22.      2041         1         1     12.00     62.96     0.2098E+00     0.4830E-05     0.6166E-11     0.4830E-05     0.2580E+18     0.5941E+13     0.7585E+07     0.5941E+13     0.2370E+03
      25.      2041         1         1     12.00     62.96     0.2092E+00     0.7308E-05     0.2678E-10     0.7308E-05     0.1600E+18     0.5591E+13     0.2049E+08     0.5591E+13     0.1727E+03
      30.      2041         1         1     12.00     62.96     0.2093E+00     0.1023E-04     0.2151E-09     0.1023E-04     0.7430E+17     0.3631E+13     0.7635E+08     0.3631E+13     0.8702E+02
      35.      2041         1         1     12.00     62.96     0.2090E+00     0.1005E-04     0.1465E-08     0.1005E-04     0.3470E+17     0.1669E+13     0.2432E+09     0.1669E+13     0.3777E+02
      40.      2041         1         1     12.00     62.96     0.2096E+00     0.8352E-05     0.8744E-08     0.8343E-05     0.1700E+17     0.6773E+12     0.7091E+09     0.6766E+12     0.1597E+02
      45.      2041         1         1     12.00     62.96     0.2094E+00     0.6694E-05     0.4363E-07     0.6650E-05     0.8920E+16     0.2851E+12     0.1859E+10     0.2833E+12     0.7052E+01
      50.      2041         1         1     12.00     62.96     0.2095E+00     0.5408E-05     0.1999E-06     0.5208E-05     0.4840E+16     0.1249E+12     0.4617E+10     0.1203E+12     0.3301E+01
      55.      2041         1         1     12.00     62.96     0.2096E+00     0.4605E-05     0.7381E-06     0.3867E-05     0.2620E+16     0.5757E+11     0.9226E+10     0.4834E+11     0.1734E+01
      60.      2041         1         1     12.00     62.96     0.2092E+00     0.6754E-05     0.2519E-05     0.4235E-05     0.1500E+16     0.4842E+11     0.1806E+11     0.3037E+11     0.1003E+01
      65.      2041         1         1     12.00     62.96     0.2095E+00     0.1349E-04     0.8928E-05     0.4559E-05     0.8190E+15     0.5274E+11     0.3491E+11     0.1783E+11     0.5546E+00
      70.      2041         1         1     12.00     62.96     0.2094E+00     0.4258E-04     0.3683E-04     0.5755E-05     0.4230E+15     0.8602E+11     0.7440E+11     0.1163E+11     0.2809E+00
