30km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
      30.      2048         6        21      0.00    116.55     0.2093E+00     0.1451E-04     0.0000E+00     0.1451E-04     0.7430E+17     0.5151E+13     0.0000E+00     0.5151E+13     0.1195E+03
      30.      2048         6        21      1.00    115.12     0.2093E+00     0.1451E-04     0.0000E+00     0.1451E-04     0.7430E+17     0.5151E+13     0.0000E+00     0.5151E+13     0.1195E+03
      30.      2048         6        21      2.00    110.84     0.2093E+00     0.1451E-04     0.0000E+00     0.1451E-04     0.7430E+17     0.5151E+13     0.0000E+00     0.5151E+13     0.1195E+03
      30.      2048         6        21      3.00    104.20     0.2093E+00     0.1451E-04     0.0000E+00     0.1451E-04     0.7430E+17     0.5151E+13     0.0000E+00     0.5151E+13     0.1195E+03
      30.      2048         6        21      4.00     95.79     0.2093E+00     0.1451E-04     0.0000E+00     0.1451E-04     0.7430E+17     0.5151E+13     0.0000E+00     0.5151E+13     0.1195E+03
      30.      2048         6        21      5.00     86.10     0.2093E+00     0.1451E-04     0.1706E-09     0.1451E-04     0.7430E+17     0.5151E+13     0.6057E+08     0.5151E+13     0.1194E+03
      30.      2048         6        21      6.00     75.54     0.2093E+00     0.1450E-04     0.2346E-09     0.1450E-04     0.7430E+17     0.5148E+13     0.8330E+08     0.5148E+13     0.1183E+03
      30.      2048         6        21      7.00     64.42     0.2093E+00     0.1449E-04     0.2788E-09     0.1449E-04     0.7430E+17     0.5146E+13     0.9897E+08     0.5145E+13     0.1169E+03
      30.      2048         6        21      8.00     53.00     0.2093E+00     0.1449E-04     0.3186E-09     0.1449E-04     0.7430E+17     0.5145E+13     0.1131E+09     0.5144E+13     0.1167E+03
      30.      2048         6        21      9.00     41.55     0.2093E+00     0.1450E-04     0.3531E-09     0.1450E-04     0.7430E+17     0.5146E+13     0.1254E+09     0.5146E+13     0.1168E+03
      30.      2048         6        21     10.00     30.54     0.2093E+00     0.1451E-04     0.3795E-09     0.1451E-04     0.7430E+17     0.5151E+13     0.1347E+09     0.5150E+13     0.1171E+03
      30.      2048         6        21     11.00     21.10     0.2093E+00     0.1453E-04     0.3959E-09     0.1453E-04     0.7430E+17     0.5157E+13     0.1405E+09     0.5156E+13     0.1174E+03
      30.      2048         6        21     12.00     16.56     0.2093E+00     0.1454E-04     0.4001E-09     0.1454E-04     0.7430E+17     0.5163E+13     0.1420E+09     0.5163E+13     0.1177E+03
      30.      2048         6        21     13.00     20.57     0.2093E+00     0.1456E-04     0.3971E-09     0.1456E-04     0.7430E+17     0.5169E+13     0.1410E+09     0.5168E+13     0.1179E+03
      30.      2048         6        21     14.00     29.82     0.2093E+00     0.1457E-04     0.3815E-09     0.1457E-04     0.7430E+17     0.5172E+13     0.1354E+09     0.5172E+13     0.1180E+03
      30.      2048         6        21     15.00     40.78     0.2093E+00     0.1457E-04     0.3558E-09     0.1457E-04     0.7430E+17     0.5173E+13     0.1263E+09     0.5173E+13     0.1179E+03
      30.      2048         6        21     16.00     52.21     0.2093E+00     0.1457E-04     0.3218E-09     0.1457E-04     0.7430E+17     0.5171E+13     0.1142E+09     0.5171E+13     0.1178E+03
      30.      2048         6        21     17.00     63.65     0.2093E+00     0.1455E-04     0.2827E-09     0.1455E-04     0.7430E+17     0.5167E+13     0.1003E+09     0.5166E+13     0.1176E+03
      30.      2048         6        21     18.00     74.80     0.2093E+00     0.1454E-04     0.2394E-09     0.1454E-04     0.7430E+17     0.5162E+13     0.8499E+08     0.5162E+13     0.1172E+03
      30.      2048         6        21     19.00     85.40     0.2093E+00     0.1453E-04     0.1774E-09     0.1453E-04     0.7430E+17     0.5158E+13     0.6298E+08     0.5158E+13     0.1171E+03
      30.      2048         6        21     20.00     95.16     0.2093E+00     0.1452E-04     0.0000E+00     0.1452E-04     0.7430E+17     0.5155E+13     0.0000E+00     0.5155E+13     0.1195E+03
      30.      2048         6        21     21.00    103.68     0.2093E+00     0.1452E-04     0.0000E+00     0.1452E-04     0.7430E+17     0.5155E+13     0.0000E+00     0.5155E+13     0.1195E+03
      30.      2048         6        21     22.00    110.46     0.2093E+00     0.1452E-04     0.0000E+00     0.1452E-04     0.7430E+17     0.5155E+13     0.0000E+00     0.5155E+13     0.1195E+03
      30.      2048         6        21     23.00    114.92     0.2093E+00     0.1452E-04     0.0000E+00     0.1452E-04     0.7430E+17     0.5155E+13     0.0000E+00     0.5155E+13     0.1195E+03
