50km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
      50.      2048         1         1     12.00     63.02     0.2095E+00     0.5095E-05     0.1790E-06     0.4916E-05     0.4840E+16     0.1177E+12     0.4134E+10     0.1136E+12     0.3420E+01
      50.      2048         2         1     12.00     57.21     0.2095E+00     0.5098E-05     0.2137E-06     0.4884E-05     0.4840E+16     0.1178E+12     0.4937E+10     0.1128E+12     0.3311E+01
      50.      2048         3         1     12.00     47.31     0.2095E+00     0.5099E-05     0.2564E-06     0.4843E-05     0.4840E+16     0.1178E+12     0.5923E+10     0.1119E+12     0.3218E+01
      50.      2048         4         1     12.00     35.09     0.2095E+00     0.5099E-05     0.2900E-06     0.4809E-05     0.4840E+16     0.1178E+12     0.6699E+10     0.1111E+12     0.3160E+01
      50.      2048         5         1     12.00     24.63     0.2095E+00     0.5098E-05     0.3059E-06     0.4792E-05     0.4840E+16     0.1178E+12     0.7067E+10     0.1107E+12     0.3162E+01
      50.      2048         6         1     12.00     17.81     0.2095E+00     0.5096E-05     0.3130E-06     0.4782E-05     0.4840E+16     0.1177E+12     0.7231E+10     0.1105E+12     0.3147E+01
      50.      2048         7         1     12.00     16.97     0.2095E+00     0.5093E-05     0.3132E-06     0.4780E-05     0.4840E+16     0.1177E+12     0.7235E+10     0.1104E+12     0.3148E+01
      50.      2048         8         1     12.00     22.27     0.2095E+00     0.5091E-05     0.3084E-06     0.4783E-05     0.4840E+16     0.1176E+12     0.7124E+10     0.1105E+12     0.3159E+01
      50.      2048         9         1     12.00     32.08     0.2095E+00     0.5090E-05     0.2948E-06     0.4795E-05     0.4840E+16     0.1176E+12     0.6811E+10     0.1108E+12     0.3175E+01
      50.      2048        10         1     12.00     43.63     0.2095E+00     0.5090E-05     0.2691E-06     0.4821E-05     0.4840E+16     0.1176E+12     0.6217E+10     0.1114E+12     0.3183E+01
      50.      2048        11         1     12.00     54.88     0.2095E+00     0.5091E-05     0.2288E-06     0.4862E-05     0.4840E+16     0.1176E+12     0.5285E+10     0.1123E+12     0.3282E+01
      50.      2048        12         1     12.00     62.01     0.2095E+00     0.5093E-05     0.1891E-06     0.4904E-05     0.4840E+16     0.1177E+12     0.4369E+10     0.1133E+12     0.3378E+01
