01km altitude
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
       1.      2048         1         1     12.00     63.02     0.2095E+00     0.1971E-17     0.1060E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.2556E-06     0.4751E+02     0.9546E+02
       1.      2048         2         1     12.00     57.21     0.2095E+00     0.1971E-17     0.1191E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.2870E-06     0.4751E+02     0.9535E+02
       1.      2048         3         1     12.00     47.31     0.2095E+00     0.1971E-17     0.1409E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.3396E-06     0.4751E+02     0.9527E+02
       1.      2048         4         1     12.00     35.09     0.2095E+00     0.1971E-17     0.1641E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.3954E-06     0.4751E+02     0.9526E+02
       1.      2048         5         1     12.00     24.63     0.2095E+00     0.1971E-17     0.1804E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.4347E-06     0.4751E+02     0.9535E+02
       1.      2048         6         1     12.00     17.81     0.2095E+00     0.1971E-17     0.1879E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.4528E-06     0.4751E+02     0.9546E+02
       1.      2048         7         1     12.00     16.97     0.2095E+00     0.1971E-17     0.1883E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.4537E-06     0.4751E+02     0.9560E+02
       1.      2048         8         1     12.00     22.27     0.2095E+00     0.1971E-17     0.1836E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.4424E-06     0.4751E+02     0.9575E+02
       1.      2048         9         1     12.00     32.08     0.2095E+00     0.1971E-17     0.1693E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.4079E-06     0.4751E+02     0.9589E+02
       1.      2048        10         1     12.00     43.63     0.2095E+00     0.1971E-17     0.1486E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.3582E-06     0.4751E+02     0.9599E+02
       1.      2048        11         1     12.00     54.88     0.2095E+00     0.1971E-17     0.1248E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.3008E-06     0.4751E+02     0.9615E+02
       1.      2048        12         1     12.00     62.01     0.2095E+00     0.1971E-17     0.1081E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.2604E-06     0.4751E+02     0.9628E+02
