Year 2031
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
       1.      2031         1         1     12.00     63.01     0.2095E+00     0.1971E-17     0.1075E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.2590E-06     0.4751E+02     0.7779E+02
       4.      2031         1         1     12.00     63.01     0.2098E+00     0.6538E-14     0.6340E-22     0.6538E-14     0.3630E+19     0.1131E+06     0.1097E-02     0.1131E+06     0.7779E+02
       7.      2031         1         1     12.00     63.01     0.2090E+00     0.1317E-11     0.2284E-19     0.1317E-11     0.2550E+19     0.1606E+08     0.2786E+00     0.1606E+08     0.7779E+02
      10.      2031         1         1     12.00     63.01     0.2091E+00     0.1092E-09     0.3523E-17     0.1092E-09     0.1740E+19     0.9082E+09     0.2931E+02     0.9082E+09     0.7778E+02
      13.      2031         1         1     12.00     63.01     0.2093E+00     0.3120E-08     0.2263E-15     0.3120E-08     0.1120E+19     0.1669E+11     0.1211E+04     0.1669E+11     0.7768E+02
      16.      2031         1         1     12.00     63.01     0.2098E+00     0.3111E-07     0.6207E-14     0.3111E-07     0.6880E+18     0.1020E+12     0.2036E+05     0.1020E+12     0.7702E+02
      19.      2031         1         1     12.00     63.01     0.2090E+00     0.1478E-06     0.8583E-13     0.1478E-06     0.4180E+18     0.2956E+12     0.1717E+06     0.2956E+12     0.7480E+02
      22.      2031         1         1     12.00     63.01     0.2098E+00     0.4439E-06     0.7348E-12     0.4439E-06     0.2580E+18     0.5460E+12     0.9038E+06     0.5460E+12     0.7011E+02
      25.      2031         1         1     12.00     63.01     0.2092E+00     0.9847E-06     0.4605E-11     0.9847E-06     0.1600E+18     0.7533E+12     0.3522E+07     0.7533E+12     0.6287E+02
      30.      2031         1         1     12.00     63.01     0.2093E+00     0.2661E-05     0.6861E-10     0.2661E-05     0.7430E+17     0.9447E+12     0.2436E+08     0.9447E+12     0.4709E+02
      35.      2031         1         1     12.00     63.01     0.2090E+00     0.5489E-05     0.8966E-09     0.5489E-05     0.3470E+17     0.9113E+12     0.1488E+09     0.9111E+12     0.2984E+02
      40.      2031         1         1     12.00     63.01     0.2096E+00     0.7797E-05     0.8330E-08     0.7788E-05     0.1700E+17     0.6323E+12     0.6755E+09     0.6316E+12     0.1550E+02
      45.      2031         1         1     12.00     63.01     0.2094E+00     0.6616E-05     0.4296E-07     0.6573E-05     0.8920E+16     0.2818E+12     0.1830E+10     0.2800E+12     0.7028E+01
      50.      2031         1         1     12.00     63.01     0.2095E+00     0.5076E-05     0.1814E-06     0.4895E-05     0.4840E+16     0.1173E+12     0.4190E+10     0.1131E+12     0.3375E+01
      55.      2031         1         1     12.00     63.01     0.2096E+00     0.4408E-05     0.6600E-06     0.3748E-05     0.2620E+16     0.5510E+11     0.8250E+10     0.4685E+11     0.1888E+01
      60.      2031         1         1     12.00     63.01     0.2092E+00     0.6980E-05     0.2456E-05     0.4523E-05     0.1500E+16     0.5005E+11     0.1761E+11     0.3243E+11     0.1152E+01
      65.      2031         1         1     12.00     63.01     0.2095E+00     0.1536E-04     0.9921E-05     0.5434E-05     0.8190E+15     0.6004E+11     0.3879E+11     0.2125E+11     0.6526E+00
      70.      2031         1         1     12.00     63.01     0.2094E+00     0.4848E-04     0.4175E-04     0.6735E-05     0.4230E+15     0.9793E+11     0.8433E+11     0.1360E+11     0.3287E+00
