Year 2044
   alt.[km]     year     month       day      hour  SZA[deg]         o2-vmr         ox-vmr          o-vmr         o3-vmr    [o2][cm^-3]   [ox][1/cm^3]    [o][1/cm^3]   [o3][1/cm^3]      topo3[DU]
       1.      2044         1         1     12.00     63.03     0.2095E+00     0.1971E-17     0.1063E-25     0.1971E-17     0.5050E+19     0.4751E+02     0.2562E-06     0.4751E+02     0.9181E+02
       4.      2044         1         1     12.00     63.03     0.2098E+00     0.7080E-14     0.6779E-22     0.7080E-14     0.3630E+19     0.1225E+06     0.1173E-02     0.1225E+06     0.9181E+02
       7.      2044         1         1     12.00     63.03     0.2090E+00     0.1488E-11     0.2546E-19     0.1488E-11     0.2550E+19     0.1816E+08     0.3106E+00     0.1816E+08     0.9181E+02
      10.      2044         1         1     12.00     63.03     0.2091E+00     0.1276E-09     0.4054E-17     0.1276E-09     0.1740E+19     0.1062E+10     0.3373E+02     0.1062E+10     0.9181E+02
      13.      2044         1         1     12.00     63.03     0.2093E+00     0.3715E-08     0.2650E-15     0.3715E-08     0.1120E+19     0.1988E+11     0.1418E+04     0.1988E+11     0.9169E+02
      16.      2044         1         1     12.00     63.03     0.2098E+00     0.3736E-07     0.7316E-14     0.3736E-07     0.6880E+18     0.1225E+12     0.2400E+05     0.1225E+12     0.9089E+02
      19.      2044         1         1     12.00     63.03     0.2090E+00     0.1781E-06     0.1012E-12     0.1781E-06     0.4180E+18     0.3561E+12     0.2025E+06     0.3561E+12     0.8823E+02
      22.      2044         1         1     12.00     63.03     0.2098E+00     0.5361E-06     0.8657E-12     0.5361E-06     0.2580E+18     0.6594E+12     0.1065E+07     0.6594E+12     0.8256E+02
      25.      2044         1         1     12.00     63.03     0.2092E+00     0.1197E-05     0.5432E-11     0.1197E-05     0.1600E+18     0.9154E+12     0.4156E+07     0.9154E+12     0.7378E+02
      30.      2044         1         1     12.00     63.03     0.2093E+00     0.3276E-05     0.8093E-10     0.3276E-05     0.7430E+17     0.1163E+13     0.2873E+08     0.1163E+13     0.5446E+02
      35.      2044         1         1     12.00     63.03     0.2090E+00     0.6763E-05     0.1053E-08     0.6762E-05     0.3470E+17     0.1123E+13     0.1748E+09     0.1122E+13     0.3322E+02
      40.      2044         1         1     12.00     63.03     0.2096E+00     0.8671E-05     0.9038E-08     0.8662E-05     0.1700E+17     0.7033E+12     0.7329E+09     0.7025E+12     0.1626E+02
      45.      2044         1         1     12.00     63.03     0.2094E+00     0.6690E-05     0.4300E-07     0.6647E-05     0.8920E+16     0.2850E+12     0.1832E+10     0.2832E+12     0.7103E+01
      50.      2044         1         1     12.00     63.03     0.2095E+00     0.5094E-05     0.1792E-06     0.4914E-05     0.4840E+16     0.1177E+12     0.4139E+10     0.1135E+12     0.3416E+01
      55.      2044         1         1     12.00     63.03     0.2096E+00     0.4421E-05     0.6502E-06     0.3771E-05     0.2620E+16     0.5526E+11     0.8127E+10     0.4714E+11     0.1923E+01
      60.      2044         1         1     12.00     63.03     0.2092E+00     0.6996E-05     0.2428E-05     0.4568E-05     0.1500E+16     0.5016E+11     0.1741E+11     0.3275E+11     0.1180E+01
      65.      2044         1         1     12.00     63.03     0.2095E+00     0.1534E-04     0.9852E-05     0.5492E-05     0.8190E+15     0.6000E+11     0.3852E+11     0.2147E+11     0.6764E+00
      70.      2044         1         1     12.00     63.03     0.2094E+00     0.5021E-04     0.4316E-04     0.7056E-05     0.4230E+15     0.1014E+12     0.8718E+11     0.1425E+11     0.3444E+00
